Date,Open,High,Low,Close,Volume
20131024,1.37785,1.38252,1.37640,1.38017,220147
20131025,1.38016,1.38321,1.37740,1.38019,207379
20131027,1.38059,1.38105,1.38001,1.38045,3840
20131028,1.38045,1.38174,1.37750,1.37880,188171
20131029,1.37880,1.38130,1.37362,1.37426,233886
20131030,1.37427,1.37847,1.36960,1.37235,251520
20131031,1.37234,1.37386,1.35750,1.35790,273016
20131101,1.35787,1.35815,1.34795,1.34853,227448
20131103,1.34866,1.34967,1.34839,1.34921,3400
20131104,1.34919,1.35243,1.34420,1.35153,169087
20131105,1.35152,1.35224,1.34490,1.34719,220511
20131106,1.34719,1.35471,1.34675,1.35175,189192
20131107,1.35173,1.35287,1.32950,1.34087,288547
20131108,1.34087,1.34377,1.33178,1.33648,225965
20131110,1.33572,1.33620,1.33446,1.33464,4208
20131111,1.33465,1.34162,1.33465,1.34075,151770
20131112,1.34076,1.34561,1.33590,1.34375,235787
20131113,1.34375,1.34972,1.33898,1.34841,233659
20131114,1.34842,1.34941,1.34179,1.34459,238520
20131115,1.34458,1.35052,1.34322,1.34941,171432
20131117,1.34960,1.34986,1.34801,1.34821,2362
20131118,1.34821,1.35415,1.34745,1.35017,185457
20131119,1.35014,1.35774,1.34872,1.35640,221038
20131120,1.35640,1.35641,1.34147,1.34302,241732
20131121,1.34302,1.34864,1.33992,1.34710,247170
20131122,1.34710,1.35569,1.34623,1.35564,184674
20131124,1.35486,1.35599,1.35476,1.35512,3216
20131125,1.35513,1.35563,1.34900,1.35334,189433
20131126,1.35333,1.35747,1.35205,1.35667,201649
20131127,1.35669,1.36128,1.35577,1.35731,211946
20131128,1.35733,1.36180,1.35636,1.36028,154464
20131129,1.36026,1.36216,1.35800,1.35899,187483
20131201,1.35848,1.35921,1.35814,1.35848,2925
20131202,1.35848,1.36157,1.35255,1.35418,224876
20131203,1.35420,1.36137,1.35240,1.35917,236171
20131204,1.35917,1.36051,1.35283,1.35851,252880
20131205,1.35852,1.36772,1.35431,1.36687,290448
20131206,1.36688,1.37063,1.36124,1.37035,237470
20131208,1.37143,1.37211,1.37043,1.37065,4138
20131209,1.37064,1.37457,1.36942,1.37370,156741
20131210,1.37370,1.37948,1.37343,1.37642,193813
20131211,1.37641,1.38107,1.37405,1.37849,189245
20131212,1.37850,1.38032,1.37370,1.37496,206908
20131213,1.37496,1.37691,1.37088,1.37400,176811
20131215,1.37290,1.37418,1.37286,1.37377,2590
20131216,1.37378,1.37983,1.37318,1.37605,182724
20131217,1.37605,1.37821,1.37229,1.37692,178122
20131218,1.37691,1.38112,1.36675,1.36825,221683
20131219,1.36823,1.36938,1.36490,1.36556,205089
20131220,1.36557,1.37091,1.36248,1.36703,185013
20131222,1.36724,1.36776,1.36672,1.36776,1992
20131223,1.36772,1.37166,1.36725,1.36971,123455
20131224,1.36970,1.36977,1.36549,1.36720,77141
20131225,1.36725,1.36831,1.36606,1.36690,4836
20131226,1.36689,1.37015,1.36653,1.36946,60755
20131227,1.36947,1.38932,1.36925,1.37478,197935
20131229,1.37558,1.37694,1.37460,1.37513,4054
20131230,1.37513,1.38189,1.37280,1.38081,145206
20131231,1.38081,1.38123,1.37410,1.37410,112096
20140101,1.37553,1.37720,1.37390,1.37653,2997
20140102,1.37653,1.37746,1.36294,1.36653,201808
20140103,1.36653,1.36719,1.35820,1.35874,195111
20140105,1.35935,1.36005,1.35890,1.35955,2900
20140106,1.35957,1.36527,1.35715,1.36296,191136
20140107,1.36297,1.36562,1.35965,1.36170,206064
20140108,1.36170,1.36350,1.35529,1.35715,211584
20140109,1.35714,1.36330,1.35480,1.36062,223647
20140110,1.36062,1.36869,1.35710,1.36661,196461
20140112,1.36783,1.36786,1.36643,1.36720,3868
20140113,1.36719,1.36847,1.36370,1.36686,181005
20140114,1.36684,1.36993,1.36490,1.36671,178840
20140115,1.36670,1.36731,1.35814,1.35995,180932
20140116,1.35994,1.36493,1.35830,1.36154,178527
20140117,1.36153,1.36209,1.35169,1.35389,165042
20140119,1.35373,1.35375,1.35248,1.35270,3976
20140120,1.35272,1.35679,1.35075,1.35459,121079
20140121,1.35457,1.35687,1.35164,1.35572,178010
20140122,1.35571,1.35835,1.35345,1.35439,171245
20140123,1.35439,1.36983,1.35303,1.36882,251084
20140124,1.36882,1.37394,1.36627,1.36737,218322
20140126,1.36773,1.36906,1.36731,1.36867,5815
20140127,1.36868,1.37166,1.36531,1.36741,194627
20140128,1.36741,1.36885,1.36290,1.36540,173519
20140129,1.36538,1.36846,1.36030,1.36574,227040
20140130,1.36572,1.36624,1.35434,1.35574,237191
20140131,1.35575,1.35728,1.34790,1.34846,243098
20140202,1.34842,1.34912,1.34818,1.34873,3651
20140203,1.34873,1.35354,1.34772,1.35226,232666
20140204,1.35226,1.35385,1.34934,1.35159,203354
20140205,1.35156,1.35554,1.34990,1.35337,215061
20140206,1.35338,1.36188,1.34820,1.35917,225899
20140207,1.35916,1.36424,1.35519,1.36342,195168
20140209,1.36163,1.36269,1.36160,1.36186,3104
20140210,1.36185,1.36514,1.36184,1.36451,144748
20140211,1.36451,1.36829,1.36295,1.36366,184385
20140212,1.36366,1.36527,1.35623,1.35877,199135
20140213,1.35876,1.36918,1.35855,1.36759,204408
20140214,1.36759,1.37147,1.36736,1.36914,169451
20140216,1.37083,1.37097,1.36950,1.37041,3214
20140217,1.37041,1.37240,1.36921,1.37038,115632
20140218,1.37036,1.37704,1.36946,1.37603,182896
20140219,1.37603,1.37731,1.37244,1.37293,157048
20140220,1.37293,1.37625,1.36855,1.37205,149021
20140221,1.37205,1.37586,1.37020,1.37375,117416
20140223,1.37326,1.37414,1.37325,1.37375,2063
20140224,1.37376,1.37710,1.37084,1.37345,122454
20140225,1.37345,1.37671,1.37155,1.37458,138527
20140226,1.37457,1.37571,1.36617,1.36809,153472
20140227,1.36808,1.37268,1.36432,1.37061,149733
20140228,1.37064,1.38248,1.36941,1.38000,179038
20140302,1.37593,1.37880,1.37551,1.37740,6278
20140303,1.37741,1.37926,1.37263,1.37355,132751
20140304,1.37355,1.37815,1.37208,1.37419,126703
20140305,1.37415,1.37488,1.37075,1.37314,120010
20140306,1.37314,1.38729,1.37212,1.38633,165703
20140307,1.38633,1.39150,1.38521,1.38753,142760
20140309,1.38749,1.38796,1.38697,1.38771,3733
20140310,1.38772,1.38978,1.38616,1.38759,105916
20140311,1.38760,1.38766,1.38338,1.38563,125288
20140312,1.38563,1.39142,1.38433,1.39023,146741
20140313,1.39023,1.39667,1.38456,1.38650,215326
20140314,1.38649,1.39372,1.38476,1.39126,155075
20140316,1.39065,1.39173,1.39027,1.39090,5286
20140317,1.39091,1.39475,1.38791,1.39253,122133
20140318,1.39251,1.39425,1.38799,1.39292,142709
20140319,1.39293,1.39324,1.38097,1.38181,152223
20140320,1.38180,1.38448,1.37494,1.37786,156054
20140321,1.37787,1.38106,1.37657,1.37919,116552
20140323,1.37968,1.38063,1.37881,1.37969,3750
20140324,1.37968,1.38754,1.37604,1.38362,135940
20140325,1.38364,1.38469,1.37491,1.38199,169023
20140326,1.38200,1.38233,1.37766,1.37856,161404
20140327,1.37855,1.37968,1.37286,1.37405,151223
20140328,1.37406,1.37730,1.37048,1.37504,123598
20140330,1.37612,1.37636,1.37451,1.37531,3658
20140331,1.37530,1.38067,1.37216,1.37739,121969
20140401,1.37739,1.38155,1.37692,1.37933,96562
20140402,1.37933,1.38202,1.37532,1.37665,98738
20140403,1.37666,1.38064,1.36982,1.37227,150400
20140404,1.37227,1.37308,1.36728,1.37016,138393
20140406,1.36964,1.37041,1.36943,1.37036,3273
20140407,1.37036,1.37486,1.36972,1.37420,102892
20140408,1.37420,1.38115,1.37374,1.37929,136649
20140409,1.37930,1.38619,1.37799,1.38523,145134
20140410,1.38523,1.38990,1.38360,1.38865,144774
20140411,1.38866,1.39056,1.38635,1.38843,124679
20140413,1.38433,1.38606,1.38416,1.38470,6332
20140414,1.38471,1.38630,1.38081,1.38155,123288
20140415,1.38153,1.38331,1.37903,1.38110,125457
20140416,1.38111,1.38508,1.38037,1.38237,122778
20140417,1.38236,1.38645,1.38105,1.38105,108069
20140418,1.38105,1.38223,1.38077,1.38077,26315
20140420,1.38121,1.38173,1.38106,1.38141,2377
20140421,1.38142,1.38304,1.37871,1.37916,47235
20140422,1.37916,1.38248,1.37850,1.38069,98748
20140423,1.38070,1.38546,1.38003,1.38170,136151
20140424,1.38170,1.38429,1.37914,1.38303,128607
20140425,1.38304,1.38482,1.38267,1.38329,98529
20140427,1.38447,1.38447,1.38357,1.38390,2677
20140428,1.38389,1.38794,1.38147,1.38518,133037
20140429,1.38518,1.38791,1.38055,1.38130,159911
20140430,1.38129,1.38765,1.37750,1.38679,198197
20140501,1.38680,1.38892,1.38628,1.38699,111226
20140502,1.38698,1.38813,1.38122,1.38706,169635
20140504,1.38818,1.38838,1.38710,1.38717,7941
20140505,1.38716,1.38860,1.38645,1.38746,125102
20140506,1.38746,1.39512,1.38721,1.39291,156160
20140507,1.39291,1.39385,1.39092,1.39105,167110
20140508,1.39105,1.39933,1.38331,1.38425,228889
20140509,1.38427,1.38437,1.37451,1.37553,196459
20140511,1.37526,1.37610,1.37522,1.37603,3774
20140512,1.37603,1.37748,1.37494,1.37554,135996
20140513,1.37555,1.37714,1.36891,1.37078,199156
20140514,1.37077,1.37308,1.36979,1.37176,172661
20140515,1.37175,1.37322,1.36484,1.37169,205850
20140516,1.37169,1.37268,1.36853,1.36926,137894
20140518,1.36927,1.37029,1.36926,1.37029,12202
20140519,1.37029,1.37341,1.36986,1.37124,147916
20140520,1.37124,1.37138,1.36780,1.37033,160913
20140521,1.37033,1.37231,1.36345,1.36817,167274
20140522,1.36819,1.36870,1.36452,1.36533,162247
20140523,1.36532,1.36534,1.36156,1.36275,156467
20140525,1.36233,1.36307,1.36145,1.36275,3916
20140526,1.36275,1.36544,1.36155,1.36518,89302
20140527,1.36519,1.36685,1.36125,1.36336,150347
20140528,1.36337,1.36378,1.35885,1.35919,162437
20140529,1.35919,1.36255,1.35862,1.36026,158293
20140530,1.36027,1.36500,1.35984,1.36331,161927
20140601,1.36359,1.36373,1.36221,1.36287,5000
20140602,1.36287,1.36361,1.35881,1.35965,167507
20140603,1.35965,1.36478,1.35875,1.36208,166418
20140604,1.36208,1.36387,1.35965,1.36025,179177
20140605,1.36024,1.36698,1.35030,1.36603,262441
20140606,1.36603,1.36765,1.36210,1.36418,178655
20140608,1.36432,1.36484,1.36426,1.36477,2188
20140609,1.36476,1.36687,1.35826,1.35923,150762
20140610,1.35925,1.36018,1.35335,1.35392,224899
20140611,1.35391,1.35571,1.35215,1.35357,204392
20140612,1.35359,1.35719,1.35123,1.35505,209794
20140613,1.35505,1.35790,1.35210,1.35354,195205
20140615,1.35406,1.35407,1.35310,1.35359,4532
20140616,1.35359,1.35794,1.35130,1.35757,188213
20140617,1.35757,1.35870,1.35364,1.35487,200431
20140618,1.35489,1.35993,1.35417,1.35895,195336
20140619,1.35896,1.36434,1.35848,1.36101,218505
20140620,1.36100,1.36339,1.35643,1.35992,220081
20140622,1.35888,1.35964,1.35888,1.35910,4140
20140623,1.35910,1.36135,1.35741,1.36000,282844
20140624,1.36002,1.36277,1.35834,1.36058,265093
20140625,1.36059,1.36511,1.36005,1.36278,271868
20140626,1.36279,1.36413,1.35762,1.36114,303594
20140627,1.36114,1.36505,1.36100,1.36482,263677
20140629,1.36435,1.36477,1.36425,1.36434,2218
20140630,1.36434,1.36977,1.36402,1.36914,226198
20140701,1.36913,1.37004,1.36755,1.36802,302869
20140702,1.36802,1.36812,1.36400,1.36531,289741
20140703,1.36531,1.36642,1.35960,1.36088,361551
20140704,1.36086,1.36112,1.35855,1.35944,211608
20140706,1.35945,1.35966,1.35840,1.35880,7618
20140707,1.35881,1.36091,1.35759,1.36058,301188
20140708,1.36058,1.36173,1.35882,1.36167,380850
20140709,1.36166,1.36483,1.36022,1.36432,312175
20140710,1.36433,1.36507,1.35891,1.36042,372113
20140711,1.36041,1.36247,1.35919,1.36054,120760
20140713,1.35989,1.36076,1.35989,1.36022,3285
20140714,1.36023,1.36402,1.35974,1.36217,114914
20140715,1.36217,1.36281,1.35620,1.35706,158817
20140716,1.35705,1.35711,1.35210,1.35281,122514
20140717,1.35281,1.35401,1.35127,1.35186,139831
20140718,1.35186,1.35360,1.34910,1.35231,132323
20140720,1.35283,1.35319,1.35247,1.35303,3841
20140721,1.35304,1.35490,1.35130,1.35221,102758
20140722,1.35222,1.35296,1.34590,1.34667,135498
20140723,1.34668,1.34741,1.34549,1.34610,104830
20140724,1.34610,1.34849,1.34382,1.34652,118344
20140725,1.34652,1.34756,1.34214,1.34285,109731
20140727,1.34305,1.34343,1.34272,1.34287,4131
20140728,1.34288,1.34438,1.34269,1.34373,89069
20140729,1.34374,1.34445,1.34042,1.34098,114847
20140730,1.34100,1.34154,1.33669,1.33945,148790
20140731,1.33946,1.34006,1.33716,1.33889,131978
20140801,1.33889,1.34447,1.33785,1.34262,142515
20140803,1.34300,1.34329,1.34231,1.34280,3402
20140804,1.34281,1.34311,1.34094,1.34216,98578
20140805,1.34216,1.34248,1.33582,1.33714,123667
20140806,1.33714,1.33878,1.33330,1.33796,158757
20140807,1.33797,1.33936,1.33371,1.33572,148999
20140808,1.33572,1.34324,1.33435,1.34085,168269
20140810,1.34077,1.34113,1.34032,1.34043,4469
20140811,1.34042,1.34084,1.33803,1.33822,96832
20140812,1.33821,1.33830,1.33360,1.33648,117158
20140813,1.33648,1.34151,1.33423,1.33657,131845
20140814,1.33657,1.34077,1.33484,1.33613,140088
20140815,1.33613,1.34117,1.33587,1.33976,133863
20140817,1.33908,1.33984,1.33880,1.33895,5151
20140818,1.33895,1.33991,1.33529,1.33600,93529
20140819,1.33600,1.33605,1.33133,1.33203,135030
20140820,1.33203,1.33217,1.32553,1.32590,144586
20140821,1.32591,1.32884,1.32417,1.32785,129185
20140822,1.32784,1.32966,1.32206,1.32392,142939
20140824,1.31948,1.32043,1.31854,1.31971,13016
20140825,1.31973,1.32103,1.31789,1.31860,118587
20140826,1.31861,1.32147,1.31646,1.31697,149887
20140827,1.31696,1.32098,1.31526,1.31919,154644
20140828,1.31919,1.32208,1.31597,1.31841,147821
20140829,1.31840,1.31960,1.31311,1.31311,139609
20140831,1.31272,1.31348,1.31245,1.31266,9380
20140901,1.31267,1.31454,1.31190,1.31311,110112
20140902,1.31310,1.31367,1.31102,1.31311,147593
20140903,1.31309,1.31599,1.31220,1.31480,162085
20140904,1.31480,1.31539,1.29202,1.29298,222678
20140905,1.29300,1.29878,1.29248,1.29505,170020
20140907,1.29556,1.29583,1.29491,1.29518,17741
20140908,1.29518,1.29590,1.28814,1.28912,187858
20140909,1.28912,1.29574,1.28594,1.29410,211214
20140910,1.29409,1.29629,1.28838,1.29167,205570
20140911,1.29166,1.29517,1.28970,1.29224,206514
20140912,1.29224,1.29793,1.29088,1.29616,185102
20140914,1.29719,1.29727,1.29587,1.29595,12100
20140915,1.29595,1.29691,1.29086,1.29384,178921
20140916,1.29385,1.29950,1.29223,1.29579,202975
20140917,1.29579,1.29813,1.28344,1.28488,199856
20140918,1.28489,1.29302,1.28485,1.29202,199187
20140919,1.29202,1.29288,1.28275,1.28281,190250
20140921,1.28331,1.28442,1.28257,1.28398,8491
20140922,1.28396,1.28677,1.28162,1.28501,150651
20140923,1.28501,1.29012,1.28394,1.28488,172322
20140924,1.28489,1.28636,1.27741,1.27767,176396
20140925,1.27768,1.27832,1.26970,1.27550,196527
20140926,1.27549,1.27600,1.26769,1.26820,161720
20140928,1.26808,1.26834,1.26664,1.26753,10050
20140929,1.26755,1.27147,1.26636,1.26900,182379
20140930,1.26898,1.27022,1.25710,1.26279,200395
20141001,1.26280,1.26396,1.25836,1.26216,205626
20141002,1.26216,1.26987,1.26138,1.26681,250656
20141003,1.26681,1.26690,1.25005,1.25145,183480
20141005,1.25107,1.25150,1.25089,1.25124,9010
20141006,1.25126,1.26749,1.25121,1.26432,203282
20141007,1.26431,1.26833,1.25837,1.26647,237078
20141008,1.26648,1.27548,1.26226,1.27406,241353
20141009,1.27405,1.27913,1.26640,1.26881,235535
20141010,1.26882,1.27160,1.26054,1.26268,192438
20141012,1.26311,1.26474,1.26201,1.26396,10904
20141013,1.26397,1.27679,1.26336,1.27217,188974
20141014,1.27216,1.27314,1.26315,1.26412,212599
20141015,1.26412,1.28865,1.26247,1.28202,303497
20141016,1.28202,1.28449,1.27057,1.28042,266218
20141017,1.28043,1.28369,1.27436,1.27589,168136
20141019,1.27507,1.27599,1.27364,1.27473,11585
20141020,1.27473,1.28168,1.27312,1.27941,163891
20141021,1.27942,1.28401,1.27064,1.27136,200633
20141022,1.27136,1.27396,1.26372,1.26415,193158
20141023,1.26415,1.26766,1.26137,1.26492,180890
20141024,1.26492,1.26957,1.26349,1.26688,160010
20141026,1.26754,1.26857,1.26719,1.26758,10124
20141027,1.26759,1.27231,1.26657,1.27022,173061
20141028,1.27022,1.27648,1.26845,1.27369,180501
20141029,1.27370,1.27705,1.26264,1.26316,194228
20141030,1.26318,1.26329,1.25474,1.26090,228739
20141031,1.26088,1.26089,1.24860,1.25224,225833
20141102,1.25067,1.25138,1.25017,1.25018,11019
20141103,1.25019,1.25112,1.24396,1.24921,214604
20141104,1.24921,1.25773,1.24901,1.25516,209960
20141105,1.25516,1.25669,1.24572,1.24775,227796
20141106,1.24774,1.25333,1.23648,1.23803,245187
20141107,1.23800,1.24694,1.23580,1.24533,227923
20141109,1.24722,1.24801,1.24598,1.24600,9132
20141110,1.24599,1.25091,1.24181,1.24259,180943
20141111,1.24257,1.24991,1.23943,1.24756,192305
20141112,1.24756,1.24978,1.24194,1.24298,226645
20141113,1.24298,1.24915,1.24279,1.24735,175212
20141114,1.24736,1.25463,1.23985,1.25249,207709
20141116,1.25301,1.25321,1.25139,1.25211,9415
20141117,1.25211,1.25774,1.24435,1.24500,191787
20141118,1.24500,1.25450,1.24491,1.25322,183765
20141119,1.25322,1.25985,1.25123,1.25405,247010
20141120,1.25404,1.25752,1.25042,1.25431,219875
20141121,1.25430,1.25682,1.23750,1.23871,204511
20141123,1.23627,1.23753,1.23622,1.23715,8572
20141124,1.23716,1.24446,1.23716,1.24338,161418
20141125,1.24339,1.24869,1.24018,1.24795,166382
20141126,1.24795,1.25312,1.24437,1.25042,153002
20141127,1.25042,1.25235,1.24558,1.24595,99475
20141128,1.24596,1.24902,1.24263,1.24497,134806
20141130,1.24631,1.24641,1.24317,1.24366,8556
20141201,1.24368,1.25067,1.24194,1.24699,188126
20141202,1.24699,1.24762,1.23769,1.23876,159675
20141203,1.23876,1.23905,1.23012,1.23140,176370
20141204,1.23140,1.24563,1.22795,1.23857,212114
20141205,1.23855,1.23931,1.22709,1.22825,160635
20141207,1.22864,1.23027,1.22804,1.22938,5868
20141208,1.22935,1.23439,1.22472,1.23147,160344
20141209,1.23147,1.24475,1.22920,1.23880,204262
20141210,1.23880,1.24866,1.23622,1.24804,185388
20141211,1.24803,1.24951,1.23702,1.23931,209001
20141212,1.23931,1.24851,1.23843,1.24595,175984
20141214,1.24740,1.24777,1.24562,1.24638,10494
20141215,1.24638,1.24786,1.24146,1.24402,183179
20141216,1.24401,1.25699,1.24355,1.25106,219985
20141217,1.25106,1.25159,1.23209,1.23368,208103
20141218,1.23367,1.23524,1.22657,1.22883,182986
20141219,1.22883,1.23022,1.22201,1.22265,143345
20141221,1.22229,1.22264,1.22198,1.22245,3364
20141222,1.22245,1.22725,1.22166,1.22230,110605
20141223,1.22231,1.22456,1.21646,1.21752,104326
20141224,1.21752,1.22201,1.21695,1.21911,61303
20141225,1.21917,1.22283,1.21869,1.22079,8533
20141226,1.22075,1.22218,1.21686,1.21777,47056
20141228,1.21792,1.21804,1.21672,1.21682,5921
20141229,1.21682,1.22210,1.21429,1.21533,98164
20141230,1.21535,1.21873,1.21239,1.21613,109229
20141231,1.21613,1.21697,1.20968,1.20976,75183
20150101,1.21038,1.21073,1.20783,1.20869,5971
20150102,1.20871,1.20890,1.20004,1.20017,122343
20150104,1.19495,1.19537,1.18677,1.19469,14173
20150105,1.19469,1.19762,1.18872,1.19374,162488
20150106,1.19374,1.19687,1.18461,1.18722,181969
20150107,1.18722,1.18966,1.18022,1.18337,185889
20150108,1.18337,1.18475,1.17543,1.17920,153405
20150109,1.17920,1.18460,1.17629,1.18406,171182
20150111,1.18452,1.18699,1.18450,1.18697,5000
20150112,1.18697,1.18708,1.17861,1.18318,166030
20150113,1.18319,1.18596,1.17531,1.17770,193874
20150114,1.17771,1.18464,1.17273,1.17840,217713
20150115,1.17840,1.17903,1.15675,1.16360,294563
20150116,1.16361,1.16487,1.14600,1.15626,248185
20150118,1.15515,1.15735,1.15515,1.15612,4884
20150119,1.15614,1.16388,1.15514,1.15947,145063
20150120,1.15946,1.16150,1.15405,1.15454,157475
20150121,1.15454,1.16799,1.15412,1.16147,181906
20150122,1.16146,1.16505,1.13160,1.13467,214198
20150123,1.13468,1.13740,1.11146,1.12020,233223
20150125,1.11521,1.11562,1.10979,1.11417,13325
20150126,1.11417,1.12954,1.11381,1.12496,182558
20150127,1.12496,1.14225,1.12237,1.13678,184105
20150128,1.13678,1.13821,1.12725,1.12830,181943
20150129,1.12829,1.13678,1.12619,1.13337,174389
20150130,1.13338,1.13635,1.12783,1.12850,173713
20150201,1.13112,1.13192,1.13005,1.13070,6059
20150202,1.13070,1.13621,1.12922,1.13387,152905
20150203,1.13386,1.15338,1.13124,1.14565,197291
20150204,1.14564,1.14848,1.13039,1.13165,175785
20150205,1.13165,1.14988,1.13159,1.14705,163705
20150206,1.14705,1.14735,1.13119,1.13128,144161
20150208,1.12957,1.13254,1.12953,1.13135,6480
20150209,1.13135,1.13595,1.12703,1.13242,148543
20150210,1.13242,1.13454,1.12729,1.13185,156407
20150211,1.13185,1.13516,1.12800,1.13108,152891
20150212,1.13109,1.14228,1.13034,1.14037,176371
20150213,1.14037,1.14427,1.13800,1.13877,146115
20150215,1.13990,1.14006,1.13891,1.13975,7096
20150216,1.13975,1.14290,1.13193,1.13322,106528
20150217,1.13322,1.14489,1.13218,1.14039,149574
20150218,1.14039,1.14156,1.13339,1.13995,157723
20150219,1.13995,1.14500,1.13552,1.13657,139666
20150220,1.13655,1.14297,1.12790,1.13773,180978
20150222,1.13911,1.13961,1.13771,1.13802,4673
20150223,1.13802,1.13932,1.12951,1.13336,124023
20150224,1.13336,1.13581,1.12883,1.13393,157859
20150225,1.13392,1.13886,1.13358,1.13638,154322
20150226,1.13637,1.13796,1.11836,1.12026,169524
20150227,1.12024,1.12451,1.11756,1.11970,170036
20150301,1.11808,1.11867,1.11601,1.11607,7002
20150302,1.11609,1.12405,1.11609,1.11766,131328
20150303,1.11765,1.12175,1.11546,1.11827,147449
20150304,1.11826,1.11856,1.10616,1.10790,157672
20150305,1.10791,1.11142,1.09874,1.10316,174727
20150306,1.10316,1.10325,1.08390,1.08440,169782
20150308,1.08302,1.08463,1.08228,1.08446,8843
20150309,1.08445,1.09065,1.08296,1.08348,148617
20150310,1.08351,1.08368,1.06679,1.07066,234613
20150311,1.07065,1.07170,1.05112,1.05477,268365
20150312,1.05478,1.06837,1.04940,1.06264,244597
20150313,1.06267,1.06347,1.04624,1.04943,206734
20150315,1.04701,1.05054,1.04697,1.04837,8704
20150316,1.04837,1.06193,1.04834,1.05717,168685
20150317,1.05715,1.06507,1.05514,1.05950,163359
20150318,1.05948,1.10351,1.05799,1.08485,219387
20150319,1.08486,1.09193,1.06128,1.06688,254682
20150320,1.06690,1.08816,1.06555,1.08160,190381
20150322,1.08404,1.08828,1.08155,1.08251,13426
20150323,1.08253,1.09713,1.07673,1.09441,263222
20150324,1.09441,1.10292,1.08904,1.09045,225504
20150325,1.09045,1.10144,1.09042,1.09632,202908
20150326,1.09631,1.10522,1.08564,1.08848,262116
20150327,1.08850,1.09485,1.08011,1.08874,228275
20150329,1.08861,1.08950,1.08802,1.08828,9132
20150330,1.08828,1.08842,1.08098,1.08292,187482
20150331,1.08289,1.08455,1.07130,1.07399,209551
20150401,1.07398,1.07999,1.07184,1.07695,199216
20150402,1.07694,1.09050,1.07502,1.08697,194686
20150403,1.08699,1.10270,1.08638,1.09713,95057
20150405,1.10004,1.10178,1.09877,1.09946,11799
20150406,1.09946,1.10356,1.09100,1.09343,114036
20150407,1.09343,1.09547,1.08032,1.08220,194450
20150408,1.08220,1.08873,1.07629,1.07846,218429
20150409,1.07848,1.07886,1.06377,1.06665,193934
20150410,1.06665,1.06837,1.05679,1.06022,175420
20150412,1.05853,1.06170,1.05849,1.06064,9942
20150413,1.06064,1.06190,1.05203,1.05719,186018
20150414,1.05717,1.07074,1.05315,1.06466,197833
20150415,1.06466,1.07017,1.05708,1.06763,213241
20150416,1.06763,1.08175,1.06247,1.07580,287710
20150417,1.07581,1.08487,1.07335,1.08048,225643
20150419,1.08186,1.08210,1.07887,1.08082,9359
20150420,1.08082,1.08185,1.07124,1.07485,210294
20150421,1.07485,1.07811,1.06599,1.07384,203327
20150422,1.07383,1.08008,1.07086,1.07245,227262
20150423,1.07247,1.08452,1.06659,1.08138,249603
20150424,1.08138,1.09000,1.07848,1.08706,233201
20150426,1.08634,1.08744,1.08594,1.08655,8709
20150427,1.08657,1.09266,1.08192,1.08764,204099
20150428,1.08761,1.09910,1.08598,1.09677,217104
20150429,1.09678,1.11879,1.09595,1.11121,277468
20150430,1.11121,1.12662,1.10712,1.12116,292326
20150501,1.12117,1.12900,1.11746,1.11948,168177
20150503,1.11918,1.12005,1.11822,1.11885,9064
20150504,1.11885,1.12245,1.11228,1.11487,176895
20150505,1.11487,1.12231,1.10663,1.11797,242237
20150506,1.11794,1.13700,1.11750,1.13391,248894
20150507,1.13391,1.13916,1.12282,1.12444,262503
20150508,1.12445,1.12880,1.11790,1.12015,241918
20150510,1.11975,1.12065,1.11919,1.11958,11673
20150511,1.11958,1.12025,1.11310,1.11456,218479
20150512,1.11457,1.12787,1.11343,1.12189,228929
20150513,1.12187,1.13827,1.12023,1.13469,235823
20150514,1.13469,1.14447,1.13406,1.14022,264920
20150515,1.14022,1.14669,1.13239,1.14484,231564
20150517,1.14469,1.14492,1.14375,1.14440,8305
20150518,1.14441,1.14468,1.12987,1.13241,204112
20150519,1.13242,1.13259,1.11184,1.11425,243532
20150520,1.11425,1.11522,1.10621,1.11012,256212
20150521,1.11014,1.11813,1.10797,1.11091,232259
20150522,1.11092,1.12083,1.10023,1.10074,213968
20150524,1.10016,1.10095,1.09644,1.09911,13066
20150525,1.09911,1.10067,1.09590,1.09682,94237
20150526,1.09683,1.09706,1.08633,1.08864,235894
20150527,1.08864,1.09290,1.08192,1.08975,223408
20150528,1.08975,1.09742,1.08671,1.09624,242370
20150529,1.09624,1.10062,1.09258,1.09831,215807
20150531,1.09803,1.09885,1.09521,1.09571,7851
20150601,1.09571,1.09790,1.08873,1.09215,232142
20150602,1.09219,1.11942,1.09159,1.11476,266524
20150603,1.11477,1.12850,1.10794,1.12609,266905
20150604,1.12609,1.13798,1.11798,1.12073,275462
20150605,1.12071,1.12801,1.10495,1.11124,240671
20150607,1.10966,1.11111,1.10945,1.11023,7167
20150608,1.11023,1.13068,1.10842,1.12800,231212
20150609,1.12802,1.13454,1.12140,1.12926,236148
20150610,1.12926,1.13865,1.12600,1.13099,259483
20150611,1.13099,1.13315,1.11820,1.12458,213565
20150612,1.12457,1.12965,1.11512,1.12648,224376
20150614,1.12102,1.12310,1.12086,1.12242,9640
20150615,1.12240,1.12944,1.11891,1.12753,208474
20150616,1.12752,1.13298,1.12048,1.12413,197323
20150617,1.12414,1.13702,1.12065,1.13631,227027
20150618,1.13626,1.14364,1.13383,1.13712,242310
